block,species,chr,chr_beg,chr_end,orientation
517,CP007800.1,1,96687,97938,+
517,AL009126.3,1,96687,97938,+
517,CP004019.1,1,97956,99207,+
517,CP010052.1,1,96687,97938,+
517,CP010053.1,1,96686,97937,+
517,CP008698.1,1,96687,97938,+
517,CP006881.1,1,96685,97935,+
517,CP006881.1,1,161172,162436,+
517,CP003329.1,1,96687,97938,+
517,CP005997.1,1,155127,156378,+
517,CP002905.1,1,30699,31963,+
517,CP002905.1,1,90890,92154,+
517,CP002905.1,1,96747,98011,+
517,CP002905.1,1,161285,162549,+
517,CP002905.1,1,221762,223026,+
517,CP002905.1,1,282239,283503,+
517,CP002905.1,1,764659,765923,+
517,CP002905.1,1,1058489,1059753,+
517,CP002183.1,1,10033,11297,+
517,CP002183.1,1,90979,92243,+
517,CP002183.1,1,906500,907764,+
517,CP002183.1,1,2963526,2964791,-
517,AP012496.1,1,96686,97937,+
517,CP010314.1,1,96687,97938,+
517,CP003783.1,1,10093,11357,+
517,CP003783.1,1,90831,92082,+
517,CP003783.1,1,96687,97938,+
517,CP003783.1,1,3108531,3109796,-
517,CP003695.1,1,3945955,3947206,-
517,CP003695.1,1,4032460,4033711,-
518,CP007800.1,1,213455,219156,+
518,AL009126.3,1,213447,219148,+
518,CP010052.1,1,213454,219155,+
518,CP010053.1,1,213455,219156,+
518,CP008698.1,1,213455,219156,+
518,CP006881.1,1,213452,219153,+
518,CP003329.1,1,213445,219146,+
518,CP005997.1,1,196976,202677,+
518,AP012496.1,1,213444,219145,+
518,CP010314.1,1,213447,219148,+
518,CP003783.1,1,213459,219160,+
518,CP003695.1,1,3824616,3830316,-
519,CP007800.1,1,238552,239705,+
519,AL009126.3,1,238544,239697,+
519,CP002906.1,1,228772,229925,+
519,CP010052.1,1,238551,239704,+
519,CP010053.1,1,238552,239705,+
519,CP008698.1,1,238552,239705,+
519,CP006881.1,1,238549,239702,+
519,CP003329.1,1,238542,239695,+
519,CP005997.1,1,222071,223224,+
519,AP011541.2,1,227747,228900,+
519,CP002183.1,1,230076,231128,+
519,AP012496.1,1,238541,239694,+
519,CP010314.1,1,238544,239697,+
519,CP003783.1,1,238556,239709,+
520,CP007800.1,1,507773,508992,+
520,AL009126.3,1,524227,525446,+
520,CP004019.1,1,517570,518788,+
520,CP002906.1,1,517921,519139,+
520,CP010052.1,1,524234,525453,+
520,CP010053.1,1,523985,525204,+
520,CP008698.1,1,507773,508992,+
520,CP006881.1,1,507770,508989,+
520,CP003329.1,1,524224,525443,+
520,CP005997.1,1,507779,508998,+
520,AP011541.2,1,514857,516075,+
520,AP012496.1,1,523971,525190,+
520,CP004405.1,1,515331,516549,+
520,CP010314.1,1,524225,525444,+
520,CP003783.1,1,524237,525456,+
521,CP007800.1,1,512988,519105,+
521,AL009126.3,1,529442,535559,+
521,CP010052.1,1,529449,535566,+
521,CP010053.1,1,529200,535317,+
521,CP008698.1,1,512988,519105,+
521,CP003329.1,1,529439,535556,+
521,AP011541.2,1,520079,526193,+
522,CP007800.1,1,520533,529227,+
522,AL009126.3,1,536987,545681,+
522,CP010052.1,1,536994,545688,+
522,CP010053.1,1,536745,545439,+
522,CP008698.1,1,520533,529227,+
522,CP003329.1,1,536984,545678,+
522,AP011541.2,1,527888,537281,+
522,AP011541.2,1,975555,984243,+
523,CP007800.1,1,529440,530760,+
523,AL009126.3,1,545894,547214,+
523,CP010052.1,1,545901,547221,+
523,CP010053.1,1,545652,546972,+
523,CP008698.1,1,529440,530760,+
523,CP003329.1,1,545891,547211,+
524,CP007800.1,1,530952,531971,+
524,AL009126.3,1,547406,548425,+
524,CP010052.1,1,547413,548432,+
524,CP010053.1,1,547164,548183,+
524,CP008698.1,1,530952,531971,+
524,CP003329.1,1,547403,548422,+
524,AP011541.2,1,537890,538909,+
525,CP007800.1,1,531985,533312,+
525,AL009126.3,1,548439,549766,+
525,CP010052.1,1,548446,549773,+
525,CP010053.1,1,548197,549524,+
525,CP008698.1,1,531985,533312,+
525,CP003329.1,1,548436,549763,+
526,CP007800.1,1,534117,535484,+
526,AL009126.3,1,550571,551938,+
526,CP002906.1,1,523273,524610,+
526,CP010052.1,1,550578,551945,+
526,CP010053.1,1,550329,551696,+
526,CP008698.1,1,534117,535484,+
526,CP006881.1,1,513603,514970,+
526,CP003329.1,1,550568,551935,+
526,CP005997.1,1,513612,514979,+
526,CP002905.1,1,656986,658356,+
526,AP012496.1,1,529804,531171,+
526,CP010314.1,1,530058,531425,+
526,CP003783.1,1,530070,531437,+
527,CP007800.1,1,537117,539648,+
527,AL009126.3,1,553571,556102,+
527,CP002906.1,1,524741,527279,+
527,CP010052.1,1,553578,556109,+
527,CP010053.1,1,553329,555860,+
527,CP008698.1,1,537117,539648,+
527,CP006881.1,1,516603,519134,+
527,CP003329.1,1,553568,556099,+
527,CP005997.1,1,516612,519143,+
527,CP002905.1,1,658555,661100,+
527,AP012496.1,1,532804,535335,+
527,CP010314.1,1,533058,535589,+
527,CP003783.1,1,533070,535601,+
528,CP007800.1,1,539764,541018,+
528,CP007800.1,1,2219401,2220658,-
528,AL009126.3,1,556218,557472,+
528,AL009126.3,1,2246633,2247890,-
528,CP002468.1,1,2744929,2746197,+
528,CP010052.1,1,556225,557479,+
528,CP010052.1,1,2246646,2247903,-
528,CP010053.1,1,555976,557230,+
528,CP010053.1,1,2246393,2247650,-
528,CP008698.1,1,539764,541018,+
528,CP008698.1,1,2219401,2220658,-
528,CP007409.1,1,518259,519526,+
528,CP006881.1,1,519250,520504,+
528,CP003329.1,1,556215,557469,+
528,CP003329.1,1,2246632,2247889,-
528,CP005997.1,1,519259,520513,+
528,AP011541.2,1,551446,552701,+
528,AP012496.1,1,535451,536705,+
528,CP010314.1,1,535705,536959,+
528,CP010314.1,1,2226125,2227382,-
528,CP003783.1,1,535717,536971,+
528,CP003783.1,1,2226126,2227383,-
528,CP003695.1,1,3502483,3503740,-
529,CP007800.1,1,541019,542680,+
529,AL009126.3,1,557473,559133,+
529,CP002468.1,1,2746198,2747859,+
529,CP010052.1,1,557480,559141,+
529,CP010053.1,1,557231,558892,+
529,CP008698.1,1,541019,542680,+
529,CP007409.1,1,519527,521188,+
529,CP006881.1,1,520505,522166,+
529,CP003329.1,1,557470,559130,+
529,CP005997.1,1,520514,522175,+
529,AP011541.2,1,552702,554363,+
529,AP012496.1,1,536706,538367,+
529,CP010314.1,1,536960,538621,+
529,CP003783.1,1,536972,538633,+
529,CP003695.1,1,3500820,3502481,-
530,CP007800.1,1,635404,647156,+
530,AL009126.3,1,651856,663608,+
530,CP010052.1,1,651865,663617,+
530,CP010053.1,1,651615,663367,+
530,CP008698.1,1,635404,647156,+
530,CP006881.1,1,614890,626642,+
530,CP003329.1,1,651853,663605,+
530,CP005997.1,1,615560,627311,+
530,CP010314.1,1,631345,643097,+
530,CP003783.1,1,631357,643109,+
531,CP007800.1,1,722449,731290,+
531,AL009126.3,1,738901,747742,+
531,CP010052.1,1,738910,747751,+
531,CP010053.1,1,738660,747501,+
531,CP008698.1,1,722449,731290,+
531,CP006881.1,1,701935,710776,+
531,CP003329.1,1,738898,747739,+
531,CP005997.1,1,702606,711477,+
531,AP012496.1,1,714136,722977,+
531,CP010314.1,1,718390,727231,+
531,CP003783.1,1,718402,727243,+
532,CP007800.1,1,932293,934883,+
532,AL009126.3,1,948745,951335,+
532,CP010052.1,1,948754,951344,+
532,CP010053.1,1,948505,951095,+
532,CP008698.1,1,932293,934883,+
532,CP006881.1,1,911779,914369,+
532,CP003329.1,1,948742,951332,+
532,AP012496.1,1,923980,926570,+
532,CP010314.1,1,928234,930824,+
532,CP003695.1,1,3124086,3126692,-
533,CP007800.1,1,1197435,1199569,+
533,AL009126.3,1,1213887,1216021,+
533,CP002468.1,1,3424788,3426923,+
533,CP010052.1,1,1213896,1216030,+
533,CP010053.1,1,1213646,1215780,+
533,CP008698.1,1,1197435,1199569,+
533,CP007409.1,1,1156370,1158505,+
533,CP006881.1,1,1176921,1179055,+
533,CP003329.1,1,1213884,1216018,+
533,CP005997.1,1,1155453,1157588,+
533,AP011541.2,1,1205794,1207929,+
533,AP012496.1,1,1189122,1191256,+
533,CP010314.1,1,1193376,1195510,+
533,CP003783.1,1,1193383,1195517,+
534,CP007800.1,1,1246489,1248597,+
534,AL009126.3,1,1262941,1265049,+
534,CP010052.1,1,1262950,1265058,+
534,CP010053.1,1,1262700,1264808,+
534,CP008698.1,1,1246489,1248597,+
534,CP006881.1,1,1225975,1228083,+
534,CP003329.1,1,1262938,1265046,+
534,AP012496.1,1,1238176,1240284,+
534,CP010314.1,1,1242430,1244538,+
534,CP003783.1,1,1242437,1244545,+
534,CP003695.1,1,2804979,2807088,-
535,CP007800.1,1,1318157,1319932,+
535,AL009126.3,1,1334606,1336381,+
535,CP004019.1,1,1337736,1339514,+
535,CP002906.1,1,1311594,1313372,+
535,CP010052.1,1,1334618,1336393,+
535,CP010053.1,1,1334368,1336143,+
535,CP008698.1,1,1318157,1319932,+
535,CP006881.1,1,1297643,1299418,+
535,CP003329.1,1,1334604,1336379,+
535,CP005997.1,1,1275152,1276927,+
535,AP012496.1,1,1309844,1311619,+
535,CP004405.1,1,1297829,1299607,+
535,CP010314.1,1,1314098,1315873,+
535,CP003783.1,1,1314105,1315880,+
536,CP007800.1,1,1462389,1465741,+
536,AL009126.3,1,1478838,1482190,+
536,CP010052.1,1,1478850,1482202,+
536,CP010053.1,1,1478598,1481950,+
536,CP008698.1,1,1462389,1465741,+
536,CP006881.1,1,1441876,1445228,+
536,CP003329.1,1,1478836,1482188,+
536,CP005997.1,1,1419386,1422738,+
536,AP012496.1,1,1460439,1463791,+
536,CP010314.1,1,1458330,1461682,+
536,CP003783.1,1,1458337,1461689,+
536,CP003695.1,1,2587697,2591050,-
537,CP007800.1,1,2031295,2033952,+
537,AL009126.3,1,2058527,2061184,+
537,CP010052.1,1,2058539,2061196,+
537,CP010053.1,1,2058287,2060944,+
537,CP008698.1,1,2031295,2033952,+
537,CP006881.1,1,2010782,2013439,+
537,CP003329.1,1,2058526,2061183,+
537,CP005997.1,1,1999080,2001737,+
537,AP012496.1,1,2024721,2027378,+
537,CP010314.1,1,2038018,2040675,+
537,CP003783.1,1,2038022,2040679,+
538,CP007800.1,1,2034801,2036156,+
538,AL009126.3,1,2062033,2063388,+
538,CP002906.1,1,2051880,2053244,+
538,CP010052.1,1,2062045,2063400,+
538,CP010053.1,1,2061793,2063148,+
538,CP008698.1,1,2034801,2036156,+
538,CP007409.1,1,2060943,2062299,+
538,CP006881.1,1,2014288,2015643,+
538,CP003329.1,1,2062032,2063387,+
538,CP005997.1,1,2002586,2003941,+
538,CP009611.1,1,2109535,2110888,+
538,AP012496.1,1,2028227,2029582,+
538,CP010314.1,1,2041524,2042879,+
538,CP003783.1,1,2041528,2042883,+
538,CP009748.1,1,1791754,1793075,-
539,CP007800.1,1,2038144,2041697,+
539,AL009126.3,1,2065376,2068929,+
539,CP010052.1,1,2065388,2068941,+
539,CP010053.1,1,2065136,2068689,+
539,CP008698.1,1,2038144,2041697,+
539,CP006881.1,1,2017631,2021184,+
539,CP003329.1,1,2065375,2068928,+
539,CP005997.1,1,2005929,2009482,+
539,AP012496.1,1,2031570,2035123,+
539,CP010314.1,1,2044867,2048420,+
539,CP003783.1,1,2044871,2048424,+
539,CP009748.1,1,1185166,1188815,-
540,CP007800.1,1,2042863,2044036,+
540,AL009126.3,1,2070095,2071268,+
540,CP010052.1,1,2070107,2071280,+
540,CP010053.1,1,2069855,2071028,+
540,CP008698.1,1,2042863,2044036,+
540,CP006881.1,1,2022350,2023523,+
540,CP003329.1,1,2070094,2071267,+
540,CP005997.1,1,2010648,2011821,+
540,AP012496.1,1,2036289,2037462,+
540,CP010314.1,1,2049586,2050759,+
540,CP003783.1,1,2049590,2050763,+
541,CP007800.1,1,2125568,2132833,+
541,AL009126.3,1,2152800,2160065,+
541,CP010052.1,1,2152813,2160078,+
541,CP010053.1,1,2152560,2159825,+
541,CP008698.1,1,2125568,2132833,+
541,CP003329.1,1,2152799,2160064,+
541,CP010314.1,1,2132292,2139557,+
541,CP003783.1,1,2132295,2139560,+
542,CP007800.1,1,2132835,2139143,+
542,AL009126.3,1,2160067,2166375,+
542,CP010052.1,1,2160080,2166388,+
542,CP010053.1,1,2159827,2166135,+
542,CP008698.1,1,2132835,2139143,+
542,CP003329.1,1,2160066,2166374,+
542,CP010314.1,1,2139559,2145867,+
542,CP003783.1,1,2139562,2145870,+
542,CP009748.1,1,2070644,2075980,+
543,CP007800.1,1,2146079,2159669,+
543,AL009126.3,1,2173311,2186901,+
543,CP010052.1,1,2173324,2186914,+
543,CP010053.1,1,2173071,2186661,+
543,CP008698.1,1,2146079,2159669,+
543,CP003329.1,1,2173310,2186900,+
543,CP010314.1,1,2152803,2166393,+
543,CP003783.1,1,2152806,2166394,+
544,CP007800.1,1,2160302,2164215,+
544,AL009126.3,1,2187534,2191447,+
544,CP010052.1,1,2187547,2191460,+
544,CP010053.1,1,2187294,2191207,+
544,CP008698.1,1,2160302,2164215,+
544,CP003329.1,1,2187533,2191446,+
544,CP010314.1,1,2167026,2170939,+
544,CP003783.1,1,2167027,2170940,+
545,CP007800.1,1,2166230,2168486,+
545,AL009126.3,1,2193462,2195718,+
545,CP010052.1,1,2193475,2195731,+
545,CP010053.1,1,2193222,2195478,+
545,CP008698.1,1,2166230,2168486,+
545,CP003329.1,1,2193461,2195717,+
545,CP010314.1,1,2172954,2175210,+
545,CP003783.1,1,2172955,2175211,+
546,CP007800.1,1,2173792,2184702,+
546,AL009126.3,1,2201024,2211934,+
546,CP010052.1,1,2201037,2211947,+
546,CP010053.1,1,2200784,2211694,+
546,CP008698.1,1,2173792,2184702,+
546,CP003329.1,1,2201023,2211933,+
546,CP010314.1,1,2180516,2191426,+
546,CP003783.1,1,2180517,2191427,+
547,CP007800.1,1,2186127,2190527,+
547,AL009126.3,1,2213359,2217759,+
547,CP010052.1,1,2213372,2217772,+
547,CP010053.1,1,2213119,2217519,+
547,CP008698.1,1,2186127,2190527,+
547,CP003329.1,1,2213358,2217758,+
547,CP010314.1,1,2192851,2197251,+
547,CP003783.1,1,2192852,2197252,+
548,CP007800.1,1,2200266,2201351,+
548,AL009126.3,1,2227498,2228583,+
548,CP010052.1,1,2227511,2228596,+
548,CP010053.1,1,2227258,2228343,+
548,CP008698.1,1,2200266,2201351,+
548,CP003329.1,1,2227497,2228582,+
548,CP010314.1,1,2206990,2208075,+
548,CP003783.1,1,2206991,2208076,+
548,CP009748.1,1,2145009,2146094,+
549,CP007800.1,1,2201352,2219399,+
549,AL009126.3,1,2228584,2246631,+
549,CP010052.1,1,2228597,2246644,+
549,CP010053.1,1,2228344,2246391,+
549,CP008698.1,1,2201352,2219399,+
549,CP003329.1,1,2228583,2246630,+
549,CP010314.1,1,2208076,2226123,+
549,CP003783.1,1,2208077,2226124,+
550,CP007800.1,1,2220659,2243228,+
550,AL009126.3,1,2247891,2270460,+
550,CP010052.1,1,2247904,2270473,+
550,CP010053.1,1,2247651,2270220,+
550,CP008698.1,1,2220659,2243228,+
550,CP003329.1,1,2247890,2270459,+
550,CP010314.1,1,2227383,2249952,+
550,CP003783.1,1,2227384,2249953,+
551,CP007800.1,1,2245190,2246250,+
551,AL009126.3,1,2272422,2273482,+
551,CP010052.1,1,2272435,2273495,+
551,CP010053.1,1,2272182,2273242,+
551,CP008698.1,1,2245190,2246250,+
551,CP003329.1,1,2272421,2273481,+
551,CP010314.1,1,2251914,2252974,+
551,CP003783.1,1,2251915,2252975,+
552,CP007800.1,1,2246720,2247885,+
552,AL009126.3,1,2273952,2275117,+
552,CP010052.1,1,2273965,2275130,+
552,CP010053.1,1,2273712,2274877,+
552,CP008698.1,1,2246720,2247885,+
552,CP003329.1,1,2273951,2275116,+
552,AP011541.2,1,1995171,1996351,+
552,CP010314.1,1,2253444,2254609,+
552,CP003783.1,1,2253445,2254610,+
553,CP007800.1,1,2247894,2249002,+
553,AL009126.3,1,2275126,2276234,+
553,CP010052.1,1,2275139,2276247,+
553,CP010053.1,1,2274886,2275994,+
553,CP008698.1,1,2247894,2249002,+
553,CP003329.1,1,2275125,2276233,+
553,CP010314.1,1,2254618,2255726,+
553,CP003783.1,1,2254619,2255727,+
554,CP007800.1,1,2250839,2253298,+
554,AL009126.3,1,2278071,2280530,+
554,CP010052.1,1,2278084,2280543,+
554,CP010053.1,1,2277831,2280290,+
554,CP008698.1,1,2250839,2253298,+
554,CP003329.1,1,2278070,2280529,+
554,CP010314.1,1,2257563,2260022,+
554,CP003783.1,1,2257564,2260023,+
555,CP007800.1,1,2254101,2257455,+
555,AL009126.3,1,2281333,2284687,+
555,CP010052.1,1,2281346,2284700,+
555,CP010053.1,1,2281093,2284447,+
555,CP008698.1,1,2254101,2257455,+
555,CP003329.1,1,2281332,2284686,+
555,CP010314.1,1,2260825,2264179,+
555,CP003783.1,1,2260826,2264180,+
556,CP007800.1,1,2257457,2259139,+
556,AL009126.3,1,2284689,2286371,+
556,CP010052.1,1,2284702,2286384,+
556,CP010053.1,1,2284449,2286131,+
556,CP008698.1,1,2257457,2259139,+
556,CP003329.1,1,2284688,2286370,+
556,CP009611.1,1,2115551,2117234,+
556,CP010314.1,1,2264181,2265863,+
556,CP003783.1,1,2264182,2265864,+
557,CP007800.1,1,2626131,2627416,+
557,AL009126.3,1,2653365,2654650,+
557,CP002468.1,1,631458,632744,+
557,CP010052.1,1,2653377,2654662,+
557,CP010053.1,1,2653128,2654413,+
557,CP008698.1,1,2626131,2627416,+
557,CP006881.1,1,2471219,2472504,+
557,CP003329.1,1,2653348,2654633,+
557,CP005997.1,1,2459516,2460801,+
557,AP012496.1,1,2485157,2486442,+
557,CP010314.1,1,2632858,2634143,+
557,CP003695.1,1,1544197,1545486,-
558,CP007800.1,1,2628056,2630540,+
558,AL009126.3,1,2655290,2657774,+
558,CP002468.1,1,633383,635867,+
558,CP004019.1,1,4029411,4031887,+
558,CP010052.1,1,2655302,2657786,+
558,CP010053.1,1,2655053,2657537,+
558,CP008698.1,1,2628056,2630540,+
558,CP006881.1,1,2473144,2475628,+
558,CP003329.1,1,2655273,2657757,+
558,CP005997.1,1,2461441,2463925,+
558,AP012496.1,1,2487082,2489566,+
558,CP004405.1,1,3992514,3994990,+
558,CP010314.1,1,2634783,2637267,+
559,CP007800.1,1,2630541,2631642,+
559,AL009126.3,1,2657775,2658876,+
559,CP002468.1,1,635868,636963,+
559,CP010052.1,1,2657787,2658888,+
559,CP010053.1,1,2657538,2658639,+
559,CP008698.1,1,2630541,2631642,+
559,CP006881.1,1,2475629,2476730,+
559,CP003329.1,1,2657758,2658859,+
559,CP005997.1,1,2463926,2465027,+
559,AP012496.1,1,2489567,2490668,+
559,CP010314.1,1,2637268,2638369,+
560,CP007800.1,1,2631875,2633202,+
560,AL009126.3,1,2659109,2660436,+
560,CP002468.1,1,643924,645251,+
560,CP010052.1,1,2659121,2660448,+
560,CP010053.1,1,2658872,2660199,+
560,CP008698.1,1,2631875,2633202,+
560,CP006881.1,1,2476963,2478290,+
560,CP003329.1,1,2659092,2660419,+
560,CP005997.1,1,2465260,2466587,+
560,CP002905.1,1,2642441,2643767,+
560,AP012496.1,1,2490901,2492228,+
560,CP010314.1,1,2638602,2639929,+
561,CP007800.1,1,2636052,2639322,+
561,AL009126.3,1,2663286,2666556,+
561,CP002468.1,1,648102,651372,+
561,CP010052.1,1,2663298,2666568,+
561,CP010053.1,1,2663049,2666319,+
561,CP008698.1,1,2636052,2639322,+
561,CP006881.1,1,2481140,2484410,+
561,CP003329.1,1,2663269,2666539,+
561,CP005997.1,1,2469437,2472707,+
561,AP012496.1,1,2495078,2498348,+
561,CP010314.1,1,2642779,2646049,+
562,CP007800.1,1,2641120,2644842,+
562,AL009126.3,1,2668354,2672076,+
562,CP002468.1,1,653170,656892,+
562,CP010052.1,1,2668366,2672088,+
562,CP010053.1,1,2668117,2671839,+
562,CP008698.1,1,2641120,2644842,+
562,CP006881.1,1,2486208,2489930,+
562,CP003329.1,1,2668337,2672059,+
562,CP005997.1,1,2474505,2478227,+
562,CP002905.1,1,206820,210525,-
562,CP002905.1,1,267297,271002,-
562,AP012496.1,1,2500146,2503868,+
562,CP010314.1,1,2647847,2651569,+
563,CP007800.1,1,2646487,2649755,+
563,AL009126.3,1,2673721,2676989,+
563,CP002468.1,1,658537,661805,+
563,CP010052.1,1,2673733,2677001,+
563,CP010053.1,1,2673484,2676752,+
563,CP008698.1,1,2646487,2649755,+
563,CP006881.1,1,2491575,2494843,+
563,CP003329.1,1,2673704,2676972,+
563,CP005997.1,1,2479872,2483140,+
563,AP012496.1,1,2505513,2508781,+
563,CP010314.1,1,2653214,2656482,+
564,CP007800.1,1,2649757,2650912,+
564,AL009126.3,1,2676991,2678146,+
564,CP002468.1,1,661807,662968,+
564,CP010052.1,1,2677003,2678158,+
564,CP010053.1,1,2676754,2677909,+
564,CP008698.1,1,2649757,2650912,+
564,CP006881.1,1,2494845,2496000,+
564,CP003329.1,1,2676974,2678129,+
564,CP005997.1,1,2483142,2484297,+
564,CP002905.1,1,200139,201299,-
564,CP002905.1,1,260616,261776,-
564,AP012496.1,1,2508783,2509938,+
564,CP010314.1,1,2656484,2657639,+
565,CP007800.1,1,2652371,2654941,+
565,AL009126.3,1,2679605,2682175,+
565,CP002468.1,1,664653,667212,+
565,CP010052.1,1,2679617,2682187,+
565,CP010053.1,1,2679368,2681938,+
565,CP008698.1,1,2652371,2654941,+
565,CP006881.1,1,2497459,2500029,+
565,CP003329.1,1,2679588,2682158,+
565,CP005997.1,1,2485756,2488326,+
565,CP002905.1,1,196541,199042,-
565,CP002905.1,1,257018,259519,-
565,AP012496.1,1,2511397,2513967,+
565,CP010314.1,1,2659098,2661668,+
566,CP007800.1,1,2657015,2659931,+
566,AL009126.3,1,2684249,2687165,+
566,CP002468.1,1,669287,672097,+
566,CP010052.1,1,2684261,2687177,+
566,CP010053.1,1,2684012,2686928,+
566,CP008698.1,1,2657015,2659931,+
566,CP006881.1,1,2502103,2505019,+
566,CP003329.1,1,2684232,2687148,+
566,CP005997.1,1,2490400,2493316,+
566,CP002905.1,1,191330,194443,-
566,CP002905.1,1,251807,254920,-
566,AP012496.1,1,2516041,2518957,+
566,CP010314.1,1,2663742,2666658,+
567,CP007800.1,1,2663036,2665557,+
567,AL009126.3,1,2690270,2692791,+
567,CP010052.1,1,2690282,2692803,+
567,CP010053.1,1,2690033,2692554,+
567,CP008698.1,1,2663036,2665557,+
567,CP006881.1,1,2508124,2510645,+
567,CP003329.1,1,2690253,2692774,+
567,CP005997.1,1,2496421,2498942,+
567,AP012496.1,1,2522062,2524583,+
567,CP010314.1,1,2669763,2672284,+
568,CP007800.1,1,2666603,2672787,+
568,AL009126.3,1,2693837,2700021,+
568,CP002468.1,1,680840,687020,+
568,CP010052.1,1,2693849,2700033,+
568,CP010053.1,1,2693600,2699784,+
568,CP008698.1,1,2666603,2672787,+
568,CP006881.1,1,2511691,2517875,+
568,CP003329.1,1,2693820,2700004,+
568,CP005997.1,1,2499988,2506172,+
568,AP012496.1,1,2525629,2531813,+
568,CP010314.1,1,2673330,2679514,+
569,CP007800.1,1,2675879,2680395,+
569,AL009126.3,1,2703113,2707629,+
569,CP004019.1,1,2506914,2511424,+
569,CP010052.1,1,2703125,2707641,+
569,CP010053.1,1,2702876,2707392,+
569,CP008698.1,1,2675879,2680395,+
569,CP007409.1,1,2506749,2511256,+
569,CP006881.1,1,2520967,2525483,+
569,CP003329.1,1,2703096,2707612,+
569,CP005997.1,1,2509264,2513780,+
569,CP009749.1,1,2583430,2587908,+
569,AP012496.1,1,2534905,2539421,+
569,CP004405.1,1,2470057,2474567,+
569,CP010314.1,1,2682606,2687122,+
569,CP003783.1,1,2634552,2639068,+
569,CP003695.1,1,1518923,1523429,-
570,CP007800.1,1,3149811,3151119,+
570,AL009126.3,1,3177044,3178368,+
570,CP004019.1,1,2988862,2990186,+
570,CP010052.1,1,3177056,3178364,+
570,CP010053.1,1,3176810,3178134,+
570,CP008698.1,1,3155082,3156390,+
570,CP006881.1,1,2994899,2996206,+
570,CP003329.1,1,3177026,3178350,+
570,CP005997.1,1,3021559,3022867,+
570,AP012496.1,1,3009341,3010649,+
570,CP010314.1,1,3156538,3157862,+
571,CP007800.1,1,3226839,3229626,+
571,AL009126.3,1,3254072,3256859,+
571,CP010052.1,1,3254084,3256871,+
571,CP010053.1,1,3253838,3256625,+
571,CP008698.1,1,3232110,3234897,+
571,CP006881.1,1,3071926,3074713,+
571,CP003329.1,1,3254054,3256839,+
571,AP012496.1,1,3086369,3089156,+
571,CP010314.1,1,3233566,3236353,+
571,CP003783.1,1,3185511,3188298,+
571,CP003695.1,1,970130,972917,-
572,CP007800.1,1,3639820,3644706,+
572,AL009126.3,1,3667053,3671939,+
572,CP010052.1,1,3667065,3671951,+
572,CP010053.1,1,3666818,3671704,+
572,CP008698.1,1,3645091,3649977,+
572,CP006881.1,1,3484907,3489793,+
572,CP003329.1,1,3667059,3671945,+
572,CP005997.1,1,3511584,3516470,+
572,AP012496.1,1,3494606,3499492,+
572,CP010314.1,1,3646548,3651434,+
572,CP003783.1,1,3598494,3603380,+
572,CP003695.1,1,543806,548681,-
573,CP007800.1,1,3697789,3699049,+
573,AL009126.3,1,3725022,3726282,+
573,CP010052.1,1,3725034,3726294,+
573,CP010053.1,1,3724787,3726047,+
573,CP008698.1,1,3703060,3704320,+
573,CP006881.1,1,3542876,3544136,+
573,CP003329.1,1,3725028,3726288,+
573,AP012496.1,1,3552575,3553835,+
573,CP010314.1,1,3704517,3705777,+
573,CP003783.1,1,3656463,3657723,+
574,CP007800.1,1,3963797,3965339,+
574,AL009126.3,1,3991035,3992577,+
574,CP004019.1,1,3832881,3834423,+
574,CP002906.1,1,3792735,3794277,+
574,CP010052.1,1,3991047,3992589,+
574,CP010053.1,1,3990796,3992338,+
574,CP008698.1,1,3969068,3970610,+
574,CP007409.1,1,3816348,3817890,+
574,CP006881.1,1,3808887,3810429,+
574,CP003329.1,1,3991039,3992581,+
574,AP012496.1,1,3818588,3820130,+
574,CP004405.1,1,3795996,3797538,+
574,CP010314.1,1,3970530,3972072,+
574,CP003783.1,1,3922266,3923808,+
575,CP007800.1,1,3994531,3995605,+
575,AL009126.3,1,4021769,4022843,+
575,CP002468.1,1,2028638,2029708,+
575,CP010052.1,1,4021781,4022855,+
575,CP010053.1,1,4021529,4022603,+
575,CP008698.1,1,3999802,4000876,+
575,CP007409.1,1,3847069,3848143,+
575,CP006881.1,1,3839621,3840695,+
575,CP003329.1,1,4021773,4022847,+
575,CP005997.1,1,3866610,3867684,+
575,AP011541.2,1,3895864,3896944,+
575,CP002183.1,1,3839745,3840802,+
575,AP012496.1,1,3849321,3850395,+
575,CP010314.1,1,4001264,4002338,+
575,CP003783.1,1,3953000,3954074,+
576,CP007800.1,1,3995606,3996672,+
576,AL009126.3,1,4022844,4023910,+
576,CP002468.1,1,2029709,2030775,+
576,CP010052.1,1,4022856,4023922,+
576,CP010053.1,1,4022604,4023670,+
576,CP008698.1,1,4000877,4001943,+
576,CP007409.1,1,3848144,3849210,+
576,CP006881.1,1,3840696,3841762,+
576,CP003329.1,1,4022848,4023914,+
576,CP005997.1,1,3867685,3868751,+
576,AP012496.1,1,3850396,3851462,+
576,CP010314.1,1,4002339,4003405,+
576,CP003783.1,1,3954075,3955141,+
577,CP007800.1,1,4102900,4107217,+
577,AL009126.3,1,4130138,4134455,+
577,CP010052.1,1,4130150,4134467,+
577,CP010053.1,1,4129898,4134215,+
577,CP008698.1,1,4108171,4112488,+
577,CP006881.1,1,3947990,3952307,+
577,CP003329.1,1,4130142,4134459,+
